season,season_type,week,scope,threshold,player_name,player_gsis_id,player_display_name,player_short_name,player_esb_id,player_position_group,player_position,player_jersey_number,player_season,player_gsis_it_id,player_smart_id,player_first_name,player_last_name,player_football_name,player_ngs_position,player_ngs_position_group,player_uniform_number,player_status,player_headshot,position,avg_cushion,avg_separation,avg_intended_air_yards,percent_share_of_intended_air_yards,receptions,targets,catch_percentage,yards,rec_touchdowns,avg_yac,avg_expected_yac,avg_yac_above_expectation,player_current_team_id,team_id,player_season_type,player_week
2025,POST,19,week,5,Parker Washington,00-0038606,Parker Washington,P.Washington,WAS604325,WR,WR,11,2025,56050,32005741-5360-4325-2e4f-b11d5ed26427,Christopher,Washington,Parker,WR,WR,11,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/sqgxayp6nrrpvwonksdm,WR,4.404999999999999,2.9567149812977473,12.299166666666666,51.876977152899826,7,12,58.333333333333336,107,1,3.088571428571428,2.560913385395679,0.5276580431757489,2250,2250,POST,19
2025,POST,19,week,5,Brenton Strange,00-0038935,Brenton Strange,B.Strange,STR188631,TE,TE,85,2025,55926,32005354-5218-8631-c965-3e23bcc23565,Brenton,Strange,Brenton,TE,TE,85,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/yabpcvadjlrkxzducv7k,TE,6.683999999999999,2.84854235567962,10.222,17.964850615114237,2,5,40.0,9,0,3.710000000000001,4.876011463706618,-1.1660114637066172,2250,2250,POST,19
2025,POST,19,week,5,Davante Adams,00-0031381,Davante Adams,D.Adams,ADA218591,WR,WR,17,2025,41282,32004144-4121-8591-4d26-4c0ac739af41,Davante,Adams,Davante,WR,WR,17,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/qtonvcqpixixqhc6lhnc,WR,7.5369230769230775,2.7616030867874106,14.862307692307693,39.94996174761698,5,13,38.46153846153847,72,0,2.9280000000000017,2.519187590849151,0.4088124091508507,2510,2510,POST,19
2025,POST,19,week,5,Puka Nacua,00-0039075,Puka Nacua,P.Nacua,NAC559347,WR,WR,12,2025,56042,32004e41-4355-9347-35af-af88fcaf7ee9,Puka,Nacua,Puka,WR,WR,12,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/zvi4hdm6fywcekfe7ceb,WR,7.771999999999999,2.82909383855588,12.391666666666667,46.119967743936485,10,18,55.55555555555556,111,1,3.8510000000000004,2.867172717247411,0.9838272827525896,2510,2510,POST,19
2025,POST,19,week,5,Stefon Diggs,00-0031588,Stefon Diggs,S.Diggs,DIG218895,WR,WR,8,2025,42489,32004449-4721-8895-fc23-d2bf4c921bd4,Stefon,Diggs,Stefon,SLOT_WR,WR,08,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/cemcexmscsarpvwhafln,WR,8.29,1.8279276636282398,5.846000000000002,13.510515368615671,2,5,40.0,16,0,2.1949999999999967,1.5922754882317918,0.602724511768205,3200,3200,POST,19
2025,POST,19,week,5,Hunter Henry,00-0033090,Hunter Henry,H.Henry,HEN617052,TE,TE,85,2025,43324,32004845-4e61-7052-805d-daad1175a3b2,Hunter,Henry,Hunter,TE,WR,85,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/l0fsrutz9fwbohx10lcf,TE,6.858,1.8421803059505817,16.22,37.48555581234111,3,5,60.0,64,1,4.766666666666666,2.679820549969501,2.086846116697165,3200,3200,POST,19
2025,POST,19,week,5,Dallas Goedert,00-0034351,Dallas Goedert,D.Goedert,GOE595520,TE,TE,88,2025,46118,3200474f-4559-5520-b7af-5e002aedafbb,Dallas,Goedert,Dallas,TE,TE,88,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/a6ljhwvkehvyiufdx3d1,TE,7.224285714285713,1.8845144030942709,11.468571428571428,28.49031159060261,4,7,57.14285714285714,33,1,2.552499999999999,2.1472103018799658,0.4052896981200331,3700,3700,POST,19
2025,POST,19,week,5,A.J. Brown,00-0035676,A.J. Brown,A.Brown,BRO413223,WR,WR,11,2025,47834,32004252-4f41-3223-e4c5-1e30dffa87f8,Arthur,Brown,A.J.,WR,WR,11,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/a014sgzctarbvhwb35lw,WR,4.321428571428571,1.7081901793177912,18.49857142857143,45.954290581304576,3,7,42.857142857142854,25,0,-1.2833333333333339,0.4025669642568867,-1.6859002975902206,3700,3700,POST,19
2025,POST,19,week,5,DeVonta Smith,00-0036912,DeVonta Smith,D.Smith,SMI206016,WR,WR,6,2025,53439,3200534d-4920-6016-573c-fcc767bafc4d,DeVonta,Smith,DeVonta,WR,WR,06,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/vj2fz8veorg1k5qthnjm,WR,8.547142857142857,4.333264235498304,3.434545454545456,13.407622968273131,8,11,72.72727272727273,70,0,6.35,5.81766074119659,0.5323392588034093,3700,3700,POST,19
2025,POST,19,week,5,Marquez Valdes-Scantling,00-0034272,Marquez Valdes-Scantling,M.Valdes-Scantling,VAL142116,WR,WR,11,2025,46243,32005641-4c14-2116-e6d9-84cbe2bdacf5,Marquez,Valdes-Scantling,Marquez,WR,WR,11,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/vvk5v3hfjw0tevqxrhnf,WR,9.276,3.3084521534023055,8.006,13.998950865535932,3,5,60.0,26,0,1.5433333333333341,2.468877418368303,-0.925544085034969,3900,3900,POST,19
2025,POST,19,week,5,DK Metcalf,00-0035640,DK Metcalf,D.Metcalf,MET363377,WR,WR,4,2025,47847,32004d45-5436-3377-5806-d2746f1b94aa,DeKaylin,Metcalf,DK,WR,WR,04,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/tknefloqsleltfmslj2y,WR,4.798,4.045809840588097,12.526,21.902430494841756,2,5,40.0,42,0,14.574999999999996,10.032374211749811,4.542625788250184,3900,3900,POST,19
2025,POST,19,week,5,Calvin Austin III,00-0037837,Calvin Austin III,C.Austin,AUS738004,WR,WR,19,2025,54603,32004155-5373-8004-5ff3-52f1c2b4fb0b,Calvin,Austin,Calvin,SLOT_WR,WR,19,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/qlt6ztqcbu0uzad6aavt,WR,4.390000000000001,1.71269835949223,15.508333333333333,32.540653960482594,3,6,50.0,8,0,1.3800000000000001,2.9825459579616336,-1.6025459579616335,3900,3900,POST,19
2025,POST,19,week,5,Keenan Allen,00-0030279,Keenan Allen,K.Allen,ALL532966,WR,WR,13,2025,40024,3200414c-4c53-2966-dfa9-55ae464e7b3d,Keenan,Allen,Keenan,WR,WR,13,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ri267r6lzfwarh89hsn6,WR,7.27875,3.0940720173873375,6.3462499999999995,20.825300463513678,3,8,37.5,25,0,1.9266666666666694,2.704996914736815,-0.7783302480701457,4400,4400,POST,19
2025,POST,19,week,5,Quentin Johnston,00-0038544,Quentin Johnston,Q.Johnston,JOH823261,WR,WR,1,2025,55885,32004a4f-4882-3261-dcd8-a43c8f7c5608,Quentin,Johnston,Quentin,WR,WR,01,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/bpzdpin1xp1kjxmbkq6d,WR,9.894999999999998,2.9639642608692665,11.161666666666669,27.470363837729195,3,6,50.0,20,0,2.6499999999999964,3.890251166808222,-1.2402511668082257,4400,4400,POST,19
2025,POST,19,week,5,Demarcus Robinson,00-0032775,Demarcus Robinson,D.Robinson,ROB399065,WR,WR,5,2025,43415,3200524f-4239-9065-1db8-5ff5da8a3829,Demarcus,Robinson,Demarcus,WR,WR,05,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/aynbxqjpwz1vhpxbxvv8,WR,8.857142857142858,1.84515825890726,14.14857142857143,37.574929812580635,6,7,85.71428571428571,111,1,7.289999999999999,2.3729440085249167,4.917055991475083,4500,4500,POST,19
2025,POST,20,week,5,Brandin Cooks,00-0031236,Brandin Cooks,B.Cooks,COO299382,WR,WR,18,2025,41246,3200434f-4f29-9382-29e1-70020b0a09be,Brandin,Cooks,Brandin,WR,WR,18,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/krz3gv9jjs92arlctvqf,WR,6.925,2.412014687145852,24.00333333333333,40.801178537027596,2,6,33.33333333333333,20,0,4.690000000000001,4.368323796567829,0.3216762034321725,0610,0610,POST,20
2025,POST,20,week,5,Dawson Knox,00-0035689,Dawson Knox,D.Knox,KNO490795,TE,TE,88,2025,47879,32004b4e-4f49-0795-942a-0c363ee9b439,Dawson,Knox,Dawson,TE,TE,88,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/mswln16dmfhi7m7pzh7q,TE,3.9775,5.2668345490279975,6.204,8.788033316335204,3,5,60.0,32,0,8.023333333333332,8.437478874239105,-0.41414554090577305,0610,0610,POST,20
2025,POST,20,week,5,Khalil Shakir,00-0037261,Khalil Shakir,K.Shakir,SHA107427,WR,WR,10,2025,54613,32005348-4110-7427-f34a-bb0aa1d8e556,Khalil,Shakir,Khalil,SLOT_WR,WR,10,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/otadttbhvkmavhsonnqm,WR,7.348750000000001,2.747391861689073,2.1633333333333336,5.51589325174231,7,9,77.77777777777779,75,0,8.18142857142857,3.55175183591386,4.62967673551471,0610,0610,POST,20
2025,POST,20,week,5,Dalton Kincaid,00-0038933,Dalton Kincaid,D.Kincaid,KIN069130,TE,TE,86,2025,55889,32004b49-4e06-9130-e563-7edd228031c8,Dalton,Kincaid,Dalton,SLOT_WR,WR,86,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/zwkeaiecuyafkidllebz,TE,5.469999999999999,4.030841926873335,9.754999999999997,16.581676015638276,6,6,100.0,83,1,4.365000000000002,4.881470895440657,-0.5164708954406549,0610,0610,POST,20
2025,POST,20,week,5,DJ Moore,00-0034827,DJ Moore,D.Moore,MOO272423,WR,WR,2,2025,46093,32004d4f-4f27-2423-f0b4-728a741b03cb,Denniston,Moore,D.J.,WR,WR,02,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/qphturmeiifnqrnf5pax,WR,7.854285714285715,3.0504555504991857,10.5175,22.01926096514184,5,8,62.5,52,1,8.142,8.601492106960723,-0.45949210696072385,0810,0810,POST,20
2025,POST,20,week,5,Rome Odunze,00-0039919,Rome Odunze,R.Odunze,ODU426541,WR,WR,15,2025,57130,32004f44-5542-6541-431c-1a51e8792659,Rome,Odunze,Rome,WR,WR,15,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/yqjdhpsno75du0n72u4w,WR,6.951666666666668,1.6400793460665835,15.486666666666665,24.316968491573324,2,6,33.33333333333333,44,0,3.419999999999998,2.1073478088674165,1.3126521911325817,0810,0810,POST,20
2025,POST,20,week,5,Colston Loveland,00-0040126,Colston Loveland,C.Loveland,LOV456221,TE,TE,84,2025,58212,32004c4f-5645-6221-1f26-a303114b69f8,Colston,Loveland,Colston,TE,TE,84,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/tyjb6vfug7gaunvcune3,TE,8.168888888888889,2.534048631779423,9.264999999999997,24.246310059667113,4,10,40.0,56,0,4.777500000000002,3.71636964128146,1.0611303587185414,0810,0810,POST,20
2025,POST,20,week,5,Luther Burden III,00-0040735,Luther Burden III,L.Burden,BUR035840,WR,WR,10,2025,58244,32004255-5203-5840-2355-001d8c81311e,Luther,Burden,Luther,SLOT_WR,WR,10,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/iyuwdz7pbowdkwzq2tg5,WR,5.8183333333333325,3.4094735144186337,7.345714285714286,13.45650580969329,3,7,42.857142857142854,24,0,6.523333333333331,4.5639188654951495,1.9594144678381813,0810,0810,POST,20
2025,POST,20,week,5,Courtland Sutton,00-0034348,Courtland Sutton,C.Sutton,SUT333526,WR,WR,14,2025,46109,32005355-5433-3526-b2bf-88d6b83781c0,Courtland,Sutton,Courtland,WR,WR,14,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/r2sr6cbma4c7wc3isejj,WR,6.040000000000001,3.175467675404973,12.458888888888886,36.27745963958716,4,9,44.44444444444444,53,0,2.167500000000002,2.1378026929625644,0.02969730703743778,1400,1400,POST,20
2025,POST,20,week,5,Lil'Jordan Humphrey,00-0035406,Lil'Jordan Humphrey,L.Humphrey,HUM534685,WR,WR,17,2025,48541,32004855-4d53-4685-a0a5-54fdf221bf83,Lil'Jordan,Humphrey,Lil'Jordan,SLOT_WR,WR,17,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/otxrvkflhixz9akhmfqq,WR,5.742,1.301015873605651,14.680000000000001,23.74712866802549,2,5,40.0,33,1,0.25,0.12968171027401354,0.12031828972598646,1400,1400,POST,20
2025,POST,20,week,5,Marvin Mims Jr.,00-0038976,Marvin Mims Jr.,M.Mims,MIM654774,WR,WR,19,2025,55928,32004d49-4d65-4774-4051-580758dd257c,Marvin,Mims,Marvin,WR,WR,19,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/zbdjtph5xplbf4yocz0l,WR,6.212857142857142,3.659669442699048,6.3774999999999995,16.506519136820984,8,8,100.0,93,1,5.2475000000000005,5.194167271482058,0.05333272851794213,1400,1400,POST,20
2025,POST,20,week,5,Christian Kirk,00-0034775,Christian Kirk,C.Kirk,KIR257918,WR,WR,13,2025,46116,32004b49-5225-7918-e402-81feed3bdafb,Christian,Kirk,Christian,SLOT_WR,WR,13,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/bugikrmfz5k4jvyaogza,WR,8.07,2.4025986635521335,8.71,13.279125905221706,2,6,33.33333333333333,20,1,1.5,,,2120,2120,POST,20
2025,POST,20,week,5,Harrison Bryant,00-0036232,Harrison Bryant,H.Bryant,BRY363372,TE,TE,88,2025,52523,32004252-5936-3372-c05e-d19e0eddbf05,Harrison,Bryant,Harrison,TE,TE,88,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/gmguayurr96nolimwmyn,TE,3.8499999999999996,5.127707024981806,5.809999999999998,8.857832549866597,3,6,50.0,21,0,3.460000000000003,4.732173482453163,-1.27217348245316,2120,2120,POST,20
2025,POST,20,week,5,Xavier Hutchinson,00-0038618,Xavier Hutchinson,X.Hutchinson,HUT304546,WR,WR,19,2025,56070,32004855-5430-4546-3068-451b429a0c40,Xavier,Hutchinson,Xavier,WR,WR,19,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/hv3mfhadliph08b4pl4s,WR,5.396923076923078,2.22558709212831,9.316923076923077,30.776267310379886,4,13,30.76923076923077,44,0,3.5349999999999984,4.283060813583916,-0.7480608135839173,2120,2120,POST,20
2025,POST,20,week,5,Jayden Higgins,00-0040130,Jayden Higgins,J.Higgins,HIG228409,WR,WR,81,2025,58239,32004849-4722-8409-9777-0ef748df904a,Jayden,Higgins,Jayden,WR,WR,81,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/wrdw1u4onrmfuuluuipk,WR,7.372,1.7294176796090102,14.384,36.549358404268844,6,10,60.0,59,0,0.028333333333333027,1.305836941936213,-1.27750360860288,2120,2120,POST,20
2025,POST,20,week,5,Davante Adams,00-0031381,Davante Adams,D.Adams,ADA218591,WR,WR,17,2025,41282,32004144-4121-8591-4d26-4c0ac739af41,Davante,Adams,Davante,WR,WR,17,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/qtonvcqpixixqhc6lhnc,WR,7.885000000000001,1.3834275898331827,15.531666666666666,23.91265299838341,2,6,33.33333333333333,24,0,-0.5700000000000003,0.42323865159750973,-0.99323865159751,2510,2510,POST,20
2025,POST,20,week,5,Colby Parkinson,00-0036244,Colby Parkinson,C.Parkinson,PAR483746,TE,TE,84,2025,52541,32005041-5248-3746-b5fb-ae737ddd1142,Colby,Parkinson,Colby,TE,TE,84,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/b1qzivnz0zqa8cjgah8r,TE,5.078333333333334,1.924344831631966,6.912857142857143,12.416925406071181,3,7,42.857142857142854,56,0,14.69666666666667,11.45447503520063,3.2421916314660404,2510,2510,POST,20
2025,POST,20,week,5,Puka Nacua,00-0039075,Puka Nacua,P.Nacua,NAC559347,WR,WR,12,2025,56042,32004e41-4355-9347-35af-af88fcaf7ee9,Puka,Nacua,Puka,SLOT_WR,WR,12,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/zvi4hdm6fywcekfe7ceb,WR,6.532000000000001,2.2846717916722623,8.592,22.047163275255958,5,10,50.0,56,0,6.6,3.6521201980684053,2.9478798019315944,2510,2510,POST,20
2025,POST,20,week,5,Terrance Ferguson,00-0040737,Terrance Ferguson,T.Ferguson,FER333882,TE,TE,18,2025,58251,32004645-5233-3882-9ca7-fa63e767baea,Terrance,Ferguson,Terrance,SLOT_WR,WR,18,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/usa23ax8dratptvikr9a,TE,3.625,1.414286964536086,16.704,21.431320725667803,1,5,20.0,19,0,4.100000000000001,1.5545389748161824,2.545461025183819,2510,2510,POST,20
2025,POST,20,week,5,Stefon Diggs,00-0031588,Stefon Diggs,S.Diggs,DIG218895,WR,WR,8,2025,42489,32004449-4721-8895-fc23-d2bf4c921bd4,Stefon,Diggs,Stefon,SLOT_WR,WR,08,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/cemcexmscsarpvwhafln,WR,6.175,1.7620485141134494,10.153333333333332,22.462298587810185,4,6,66.66666666666666,40,1,5.182500000000001,4.228816681832498,0.9536833181675028,3200,3200,POST,20
2025,POST,20,week,5,Kayshon Boutte,00-0038608,Kayshon Boutte,K.Boutte,BOU482823,WR,WR,9,2025,56052,3200424f-5548-2823-b93f-32f7b68b0dd3,Kayshon,Boutte,Kayshon,WR,WR,09,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/mg4icjqhwhnc5uobmau5,WR,4.860000000000001,2.418712208516594,16.236,29.932524611924343,3,5,60.0,75,1,7.59,4.604032824710278,2.985967175289722,3200,3200,POST,20
2025,POST,20,week,5,Jauan Jennings,00-0036259,Jauan Jennings,J.Jennings,JEN497457,WR,WR,15,2025,52625,32004a45-4e49-7457-3af8-79760d0083cb,Bennie,Jennings,Jauan,WR,WR,15,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/cdx9mq3iglzog9mkqvdr,WR,6.196,1.958151598632122,13.968,28.118205974716165,2,5,40.0,23,0,3.125,0.7671439357837357,2.3578560642162643,4500,4500,POST,20
2025,POST,20,week,5,Jake Tonges,00-0037112,Jake Tonges,J.Tonges,TON644321,TE,TE,88,2025,54784,3200544f-4e64-4321-5756-c03d2476b6de,Jake,Tonges,Jake,TE,TE,88,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/uztcdowl4wig2uhy1qxh,TE,5.491666666666666,4.348895286624291,8.663333333333332,20.92761091875352,5,6,83.33333333333334,59,0,4.753999999999999,4.853520692810298,-0.09952069281029896,4500,4500,POST,20
2025,POST,20,week,5,Cooper Kupp,00-0033908,Cooper Kupp,C.Kupp,KUP534597,WR,WR,10,2025,44881,32004b55-5053-4597-b958-87408c31956f,Cooper,Kupp,Cooper,WR,WR,10,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/lpaxi9rsedlg9sdr5quw,WR,8.482,3.2723793163427515,10.272,34.103585657370516,5,5,100.0,60,0,1.7280000000000009,2.478584881633765,-0.7505848816337639,4600,4600,POST,20
2025,POST,21,week,5,Courtland Sutton,00-0034348,Courtland Sutton,C.Sutton,SUT333526,WR,WR,14,2025,46109,32005355-5433-3526-b2bf-88d6b83781c0,Courtland,Sutton,Courtland,WR,WR,14,ACT,https://static.www.nfl.com/image/upload/{formatInstructions}/league/r2sr6cbma4c7wc3isejj,WR,6.5,2.7824915430292863,9.318000000000001,27.26315173503423,3,5,60.0,17,1,0.28333333333333144,0.15860753068787403,0.1247258026454574,1400,1400,POST,21
