season,season_type,week,game_id,play_id,team_id,team_abbr,play_game_key,play_sequence,play_description,play_type_code,play_type,play_quarter,play_down,play_yards_to_go,play_possession_team_id,play_game_clock,play_yardline,play_yardline_number,play_yardline_side,play_absolute_yardline_number,play_time_of_day_utc,play_is_st_play,play_is_penalty,play_is_scoring,play_is_goal_to_go,play_is_end_quarter,play_home_score,play_visitor_score,play_direction,play_state,play_pre_snap_home_score,play_pre_snap_visitor_score,play_is_big_play,play_health_player_tracking_is_ok,play_health_ball_tracking_is_ok,play_is_change_of_possession,play_actual_yards_to_go,play_actual_yardline_for_first_down
2019,REG,1,2019090804,472,3000,MIN,57905,472.0,"(8:28) D.Cook left end for 19 yards, TOUCHDOWN.",2,play_type_rush,1,2,10,3000,08:28,ATL 19,19,ATL,91,2019-09-08T17:23:03.000Z,false,false,true,false,false,13,0,right,APPROVED,7,0,false,true,true,,,
2019,REG,1,2019090805,3965,0610,BUF,57906,3965.0,"(3:07) (Shotgun) J.Allen pass deep left to J.Brown for 38 yards, TOUCHDOWN [L.Williams]. Penalty on NYJ-D.Roberts, Defensive Pass Interference, declined.",2,play_type_pass,4,3,4,0610,03:07,NYJ 38,38,NYJ,72,2019-09-08T19:55:52.000Z,false,false,true,false,false,16,16,right,APPROVED,16,10,true,true,true,,,
2019,REG,1,2019090806,193,5110,WAS,57907,193.0,"(11:08) C.Keenum pass short right to V.Davis for 48 yards, TOUCHDOWN. WAS-V.Davis was injured during the play.",2,play_type_pass,1,3,2,5110,11:08,PHI 48,48,PHI,58,2019-09-08T17:09:56.000Z,false,false,true,false,false,0,6,left,APPROVED,0,0,true,true,true,,,
2019,REG,1,2019090806,1117,5110,WAS,57907,1117.0,"(10:07) C.Keenum pass deep middle to T.McLaurin for 69 yards, TOUCHDOWN.",2,play_type_pass,2,2,8,5110,10:07,WAS 31,31,WAS,41,2019-09-08T17:56:06.000Z,false,false,true,false,false,0,16,right,APPROVED,0,10,false,true,true,,,
2019,REG,1,2019090806,1496,3700,PHI,57907,1496.0,"(4:27) (Shotgun) C.Wentz pass deep middle to D.Jackson for 51 yards, TOUCHDOWN.",2,play_type_pass,2,3,10,3700,04:27,PHI 49,49,PHI,61,2019-09-08T18:12:00.000Z,false,false,true,false,false,6,17,left,APPROVED,0,17,true,true,true,,,
2019,REG,1,2019090807,2078,4400,LAC,57908,2078.0,"(8:38) P.Rivers pass short right to A.Ekeler for 55 yards, TOUCHDOWN.",2,play_type_pass,3,1,10,4400,08:38,LAC 45,45,LAC,55,2019-09-08T21:47:32.617Z,false,false,true,false,false,23,9,right,APPROVED,17,9,true,true,true,,,
2019,REG,1,2019090809,3591,3800,ARI,57910,3591.0,"(13:46) (Shotgun) K.Murray pass deep right to L.Fitzgerald to DET 37 for 41 yards (T.Walker). Penalty on DET-J.Coleman, Defensive Holding, declined.",2,play_type_pass,4,3,14,3800,13:46,ARI 22,22,ARI,32,2019-09-08T22:57:25.000Z,false,false,false,false,false,6,24,right,APPROVED,6,24,false,true,true,,,
2019,REG,1,2019090810,249,3410,NYG,57911,249.0,(11:25) S.Barkley up the middle pushed ob at DAL 23 for 59 yards (C.Awuzie).,2,play_type_rush,1,2,1,3410,11:25,NYG 18,18,NYG,28,2019-09-08T20:33:45.000Z,false,false,false,false,false,0,0,right,APPROVED,0,0,true,true,true,false,,
2019,REG,1,2019090810,2547,1200,DAL,57911,2547.0,"(9:53) (No Huddle, Shotgun) D.Prescott pass deep middle to R.Cobb for 25 yards, TOUCHDOWN. Penalty on NYG-A.Hamilton, Illegal Contact, declined.",2,play_type_pass,3,2,5,1200,09:53,NYG 25,25,NYG,35,2019-09-08T22:16:41.000Z,false,false,true,false,false,27,10,left,APPROVED,21,10,true,true,true,,,
2019,REG,1,2019090812,546,3200,NE,57913,546.0,"(5:35) (No Huddle, Shotgun) J.Edelman pass short left to J.White to PIT 20 for 32 yards (C.Sutton).",2,play_type_pass,1,1,10,3200,05:35,NE 48,48,NE,62,2019-09-09T00:41:34.000Z,false,false,false,false,false,0,0,left,AUDITED,0,0,true,true,true,,,
2019,REG,1,2019090812,570,3200,NE,57913,570.0,"(4:55) (No Huddle, Shotgun) T.Brady pass short right to J.Gordon for 20 yards, TOUCHDOWN.",2,play_type_pass,1,1,10,3200,04:55,PIT 20,20,PIT,30,2019-09-09T00:42:14.000Z,false,false,true,false,false,6,0,left,APPROVED,0,0,true,true,true,,,
2019,REG,1,2019090812,2495,3200,NE,57913,2495.0,"(8:13) (Shotgun) T.Brady pass deep right to P.Dorsett for 58 yards, TOUCHDOWN. NE 12-Brady 520th career TD pass, ties Brees for 2nd-most all-time (P. Manning 539). NE 13-Dorsett 1st career multiple TD game.",2,play_type_pass,3,3,10,3200,08:13,NE 42,42,NE,52,2019-09-09T02:13:36.000Z,false,false,true,false,false,26,3,right,APPROVED,20,3,true,true,true,,,
2019,REG,1,2019090900,750,2120,HOU,57914,750.0,"(2:55) (Shotgun) D.Watson pass deep middle to W.Fuller to NO 40 for 54 yards (E.Apple). Pass 50, YAC 4",2,play_type_pass,1,1,10,2120,02:55,HOU 6,6,HOU,16,2019-09-09T23:39:27.000Z,false,false,false,false,false,0,0,right,APPROVED,0,0,true,true,true,,,
2019,REG,1,2019090900,964,2120,HOU,57914,964.0,"(14:19) (Shotgun) D.Watson left end for 21 yards, TOUCHDOWN.",2,play_type_rush,2,4,1,2120,14:19,NO 21,21,NO,31,2019-09-09T23:52:41.000Z,false,false,true,false,false,0,6,left,UNOFFICIAL,0,0,true,,,,,
2019,REG,1,2019090900,2254,3300,NO,57914,2254.0,"(13:47) (Shotgun) D.Brees pass short middle to A.Kamara ran ob at HST 30 for 41 yards (J.Reid). Pass 6, YAC 35",2,play_type_pass,3,2,9,3300,13:47,NO 29,29,NO,81,2019-09-10T00:53:19.000Z,false,false,false,false,false,3,14,left,APPROVED,3,14,true,true,true,,,
2019,REG,1,2019090900,4134,2120,HOU,57914,4134.0,"(:50) (Shotgun) D.Watson pass deep left to D.Hopkins pushed ob at NO 37 for 38 yards (M.Lattimore) [M.Davenport]. Pass 34, YAC 4",2,play_type_pass,4,1,10,2120,00:50,HOU 25,25,HOU,85,2019-09-10T02:16:09.000Z,false,false,false,false,false,27,21,left,APPROVED,27,21,false,true,true,,,
2019,REG,1,2019090900,4163,2120,HOU,57914,4163.0,"(:43) (Shotgun) D.Watson pass deep middle to K.Stills for 37 yards, TOUCHDOWN [V.Bell]. Pass 32, YAC 5",2,play_type_pass,4,1,10,2120,00:43,NO 37,37,NO,47,2019-09-10T02:16:51.000Z,false,false,true,false,false,27,27,left,APPROVED,27,21,false,true,true,,,
2019,REG,2,2019091500,343,0325,BAL,57917,343.0,"(8:12) (Shotgun) L.Jackson pass deep right to M.Andrews for 27 yards, TOUCHDOWN.",2,play_type_pass,1,1,10,0325,08:12,ARI 27,27,ARI,37,2019-09-15T17:13:52.000Z,false,false,true,false,false,6,0,left,APPROVED,0,0,true,true,true,,,
2019,REG,2,2019091501,735,4500,SF,57918,735.0,"(2:42) J.Garoppolo pass short left to R.Mostert for 39 yards, TOUCHDOWN.",2,play_type_pass,1,2,4,4500,02:42,CIN 39,39,CIN,49,2019-09-15T17:26:29.000Z,false,false,true,false,false,7,13,left,APPROVED,7,7,true,,,,,
2019,REG,2,2019091502,653,1540,DET,57919,653.0,"(4:20) (Shotgun) M.Stafford pass short right to K.Johnson for 36 yards, TOUCHDOWN.",2,play_type_pass,1,2,10,1540,04:20,LAC 36,36,LAC,74,2019-09-15T17:25:56.000Z,false,false,true,false,false,6,7,right,APPROVED,0,7,true,true,true,,,
2019,REG,2,2019091503,130,1800,GB,57920,130.0,"(12:59) (Shotgun) A.Rodgers pass short right to J.Williams for 15 yards, TOUCHDOWN.",2,play_type_pass,1,1,10,1800,12:59,MIN 15,15,MIN,25,2019-09-15T17:05:34.000Z,false,false,true,false,false,6,0,left,APPROVED,0,0,true,true,true,,,
2019,REG,2,2019091503,975,3000,MIN,57920,975.0,"(14:12) D.Cook left tackle for 75 yards, TOUCHDOWN.",2,play_type_rush,2,2,10,3000,14:12,MIN 25,25,MIN,85,2019-09-15T17:44:14.000Z,false,false,true,false,false,21,6,left,APPROVED,21,0,true,true,true,,,
2019,REG,2,2019091503,2645,3000,MIN,57920,2645.0,"(9:19) (Shotgun) K.Cousins pass deep middle to S.Diggs for 45 yards, TOUCHDOWN. PENALTY on MIN-S.Diggs, Unsportsmanlike Conduct, 15 yards, enforced between downs.",2,play_type_pass,3,3,13,3000,09:19,GB 45,45,GB,55,2019-09-15T19:09:02.000Z,false,true,true,false,false,21,16,left,APPROVED,21,10,false,true,true,,,
2019,REG,2,2019091503,3839,1800,GB,57920,3839.0,(5:17) K.Cousins pass deep right intended for S.Diggs INTERCEPTED by K.King at GB -9. Touchback.,2,play_type_pass,4,1,8,3000,05:17,GB 8,8,GB,102,2019-09-15T20:01:21.000Z,false,false,false,true,false,21,10,right,APPROVED,21,10,false,true,true,,,
2019,REG,2,2019091505,1423,3200,NE,57922,1423.0,"(1:24) (Shotgun) T.Brady pass deep left to A.Brown for 20 yards, TOUCHDOWN.",2,play_type_pass,2,1,10,3200,01:24,MIA 20,20,MIA,90,2019-09-15T18:05:38.000Z,false,false,true,false,false,0,13,right,APPROVED,0,7,true,true,true,,,
2019,REG,2,2019091506,140,3410,NYG,57923,140.0,"(12:45) S.Barkley right end for 27 yards, TOUCHDOWN.",2,play_type_rush,1,2,2,3410,12:45,BUF 27,27,BUF,37,2019-09-15T17:05:51.000Z,false,false,true,false,false,6,0,left,APPROVED,0,0,true,true,true,,,
2019,REG,2,2019091507,2765,3900,PIT,57924,2765.0,(9:04) (Shotgun) M.Rudolph pass deep right to J.Smith-Schuster to SEA 16 for 45 yards (D.Hill). Fleaflicker play. 30-Conner took the hand off before the pass.,2,play_type_pass,3,1,10,3900,09:04,PIT 39,39,PIT,49,2019-09-15T19:04:26.000Z,false,false,false,false,false,10,14,right,APPROVED,10,14,true,true,true,,,
2019,REG,2,2019091509,1494,1200,DAL,57926,1494.0,"(6:18) D.Prescott pass deep middle to D.Smith for 51 yards, TOUCHDOWN.",2,play_type_pass,2,2,7,1200,06:18,DAL 49,49,DAL,59,2019-09-15T18:03:02.000Z,false,false,true,false,false,7,6,right,APPROVED,7,0,true,true,true,,,
2019,REG,2,2019091510,1744,2310,KC,57927,1744.0,"(5:57) (Shotgun) P.Mahomes pass deep middle to M.Hardman for 42 yards, TOUCHDOWN.",2,play_type_pass,2,3,20,2310,05:57,OAK 42,42,OAK,52,2019-09-15T21:19:22.051Z,false,false,true,false,false,10,13,left,APPROVED,10,7,true,true,true,,,
2019,REG,2,2019091510,2150,2310,KC,57927,2150.0,"(1:46) (Shotgun) P.Mahomes pass deep left to T.Kelce for 27 yards, TOUCHDOWN.",2,play_type_pass,2,2,17,2310,01:46,OAK 27,27,OAK,37,2019-09-15T21:37:52.000Z,false,false,true,false,false,10,20,left,APPROVED,10,14,true,true,true,,,
2019,REG,2,2019091510,2350,2310,KC,57927,2350.0,"(:47) (Shotgun) P.Mahomes pass deep left to D.Robinson for 39 yards, TOUCHDOWN.",2,play_type_pass,2,1,10,2310,00:47,OAK 39,39,OAK,49,2019-09-15T21:44:12.000Z,false,false,true,false,false,10,27,left,APPROVED,10,21,true,true,true,,,
2019,REG,2,2019091510,2804,2520,OAK,57927,2804.0,(11:58) J.Jacobs right tackle to KC 30 for 51 yards (C.Ward).,2,play_type_rush,3,1,10,2520,11:58,OAK 19,19,OAK,29,2019-09-15T22:15:06.000Z,false,false,false,false,false,10,28,right,APPROVED,10,28,true,true,true,,,
2019,REG,2,2019091511,2545,0810,CHI,57928,2545.0,(6:01) (Shotgun) C.Patterson left end pushed ob at DEN 22 for 46 yards (J.Simmons).,2,play_type_rush,3,1,10,0810,06:01,CHI 32,32,CHI,78,2019-09-15T22:16:46.300Z,false,false,false,false,false,3,6,left,APPROVED,3,6,true,true,true,,,
2019,REG,2,2019091511,4097,1400,DEN,57928,4097.0,"(:37) (No Huddle, Shotgun) J.Flacco pass short right to E.Sanders for 7 yards, TOUCHDOWN.",2,play_type_pass,4,1,7,1400,00:37,CHI 7,7,CHI,17,2019-09-15T23:19:47.000Z,false,false,true,true,false,12,13,left,APPROVED,6,13,true,true,true,,,
2019,REG,2,2019091512,3620,2510,LA,57929,3620.0,"(9:08) (Shotgun) J.Goff pass short left to C.Kupp for 67 yards, TOUCHDOWN [C.Jordan]. The Replay Official reviewed the runner broke the plane ruling, and the play was REVERSED. (Shotgun) J.Goff pass short left to C.Kupp to NO 1 for 66 yards (A.Klein) [C.Jordan].",2,play_type_pass,4,3,2,2510,09:08,LA 33,33,LA,43,2019-09-15T23:05:51.000Z,false,false,false,false,false,20,9,right,APPROVED,20,9,false,true,true,,,
2019,REG,2,2019091513,2440,0200,ATL,57930,2440.0,"(13:31) (Shotgun) M.Ryan pass short right to J.Jones for 4 yards, TOUCHDOWN.",2,play_type_pass,3,2,4,0200,13:31,PHI 4,4,PHI,14,2019-09-16T02:11:23.000Z,false,false,true,true,false,16,6,left,APPROVED,10,6,true,true,true,,,
2019,REG,2,2019091513,3990,0200,ATL,57930,3990.0,"(2:20) (Shotgun) M.Ryan pass short left to J.Jones for 54 yards, TOUCHDOWN.",2,play_type_pass,4,4,3,0200,02:20,ATL 46,46,ATL,56,2019-09-16T03:17:31.000Z,false,false,true,false,false,23,20,right,AUDITED,17,20,true,,,,,
2019,REG,2,2019091600,201,1050,CLE,57931,201.0,(11:32) (Shotgun) B.Mayfield pass deep right to O.Beckham ran ob at NYJ 4 for 33 yards (N.Hairston).,2,play_type_pass,1,2,12,1050,11:32,NYJ 37,37,NYJ,73,2019-09-17T00:20:53.000Z,false,false,false,false,false,0,0,right,APPROVED,0,0,true,true,true,,,
2019,REG,2,2019091600,2893,1050,CLE,57931,2893.0,"(3:43) (Shotgun) B.Mayfield pass short middle to O.Beckham for 89 yards, TOUCHDOWN.",2,play_type_pass,3,1,10,1050,03:43,CLE 11,11,CLE,21,2019-09-17T02:28:35.000Z,false,false,true,false,false,3,22,right,AUDITED,3,16,true,true,true,,,
2019,REG,3,2019091900,540,2250,JAX,57932,540.0,"(6:42) (Shotgun) G.Minshew pass deep left to D.Chark for 22 yards, TOUCHDOWN.",2,play_type_pass,1,3,9,2250,06:42,TEN 22,22,TEN,32,2019-09-20T00:42:08.000Z,false,false,true,false,false,13,0,left,APPROVED,7,0,true,true,true,,,
2019,REG,3,2019091900,3693,2250,JAX,57932,3693.0,(4:38) L.Fournette up the middle to TEN 9 for 69 yards (K.Byard).,2,play_type_rush,4,1,10,2250,04:38,JAX 22,22,JAX,32,2019-09-20T03:09:09.000Z,false,false,false,false,false,20,7,right,APPROVED,20,7,false,true,true,,,
2019,REG,3,2019092204,1643,2310,KC,57937,1643.0,"(3:12) (Shotgun) P.Mahomes pass deep left to M.Hardman for 83 yards, TOUCHDOWN.",2,play_type_pass,2,1,10,2310,03:12,KC 17,17,KC,93,2019-09-22T18:12:15.000Z,false,false,true,false,false,14,6,left,APPROVED,14,6,true,true,true,,,
2019,REG,3,2019092205,228,3000,MIN,57938,228.0,"(11:31) K.Cousins pass deep right to A.Thielen for 35 yards, TOUCHDOWN [P.Hall].",2,play_type_pass,1,1,10,3000,11:31,OAK 35,35,OAK,45,2019-09-22T17:10:27.000Z,false,false,true,false,false,6,0,left,APPROVED,0,0,true,true,true,,,
2019,REG,3,2019092206,2691,3200,NE,57939,2691.0,(4:19) (Shotgun) T.Brady pass deep left to J.Gordon pushed ob at NYJ 4 for 28 yards (D.Roberts).,2,play_type_pass,3,3,22,3200,04:19,NYJ 32,32,NYJ,78,2019-09-22T19:03:54.000Z,false,false,false,false,false,23,0,right,APPROVED,23,0,true,true,true,,,
2019,REG,3,2019092207,315,1540,DET,57940,315.0,"J.Elliott kicks 65 yards from PHI 35 to DET 0. J.Agnew for 100 yards, TOUCHDOWN.",32,play_type_kickoff,1,0,0,3700,11:28,PHI 35,35,PHI,75,2019-09-22T17:12:30.000Z,true,false,true,false,false,3,6,left,VENUE_AUDITED,3,0,true,,,,,
2019,REG,3,2019092208,3025,0750,CAR,57941,3025.0,"(2:05) C.McCaffrey up the middle for 76 yards, TOUCHDOWN.",2,play_type_rush,3,2,2,0750,02:05,CAR 24,24,CAR,86,2019-09-22T22:05:15.000Z,false,false,true,false,false,20,27,left,APPROVED,20,21,false,true,true,,,
2019,REG,3,2019092209,256,4900,TB,57942,256.0,"(9:54) (Shotgun) J.Winston pass deep right to M.Evans for 21 yards, TOUCHDOWN [J.Peppers].",2,play_type_pass,1,3,6,4900,09:54,NYG 21,21,NYG,89,2019-09-22T20:12:30.000Z,false,false,true,false,false,6,0,right,AUDITED,0,0,true,,,,,
2019,REG,3,2019092209,1188,3410,NYG,57942,1188.0,"(10:06) (Shotgun) D.Jones right end for 7 yards, TOUCHDOWN.",2,play_type_rush,2,2,7,3410,10:06,TB 7,7,TB,103,2019-09-22T20:50:19.000Z,false,false,true,true,false,12,9,right,AUDITED,12,3,true,,,,,
2019,REG,3,2019092209,2375,3410,NYG,57942,2375.0,"(15:00) (Shotgun) D.Jones pass short left to E.Engram for 75 yards, TOUCHDOWN.",2,play_type_pass,3,1,10,3410,15:00,NYG 25,25,NYG,35,2019-09-22T21:57:39.000Z,false,false,true,false,false,28,16,right,APPROVED,28,10,true,true,true,,,
2019,REG,3,2019092209,4197,3410,NYG,57942,4197.0,"(1:21) (Shotgun) D.Jones scrambles up the middle for 7 yards, TOUCHDOWN.",2,play_type_rush,4,4,5,3410,01:21,TB 7,7,TB,17,2019-09-22T23:16:47.000Z,false,false,true,false,false,31,31,left,APPROVED,31,25,false,true,true,,,
2019,REG,3,2019092211,2780,3300,NO,57944,2780.0,(2:24) T.Bridgewater pass short left to A.Kamara to NO 25 for 18 yards (M.Blair).,2,play_type_pass,3,1,16,3300,02:24,NO 7,7,NO,103,2019-09-22T22:27:53.000Z,false,false,false,false,false,7,27,left,APPROVED,7,27,false,true,true,,,
2019,REG,3,2019092213,2292,2510,LA,57946,2292.0,"(10:44) (Shotgun) J.Goff pass short left to C.Kupp for 11 yards, TOUCHDOWN.",2,play_type_pass,3,3,11,2510,10:44,CLE 11,11,CLE,99,2019-09-23T02:04:36.000Z,false,false,true,true,false,6,9,right,APPROVED,6,3,false,true,true,,,
2019,REG,3,2019092213,2513,1050,CLE,57946,2513.0,(6:15) (Shotgun) B.Mayfield pass short left to N.Chubb to LA 16 for 30 yards (J.Johnson).,2,play_type_pass,3,3,13,1050,06:15,LA 46,46,LA,56,2019-09-23T02:14:10.000Z,false,false,false,false,false,6,10,left,APPROVED,6,10,false,true,true,,,
2019,REG,3,2019092300,2165,0810,CHI,57947,2165.0,"(:49) (Shotgun) M.Trubisky pass incomplete deep right to T.Gabriel. The Replay Official reviewed the incomplete pass ruling, and the play was REVERSED. (Shotgun) M.Trubisky pass deep right to T.Gabriel for 36 yards, TOUCHDOWN.",2,play_type_pass,2,3,17,0810,00:49,WAS 36,36,WAS,46,2019-09-24T01:37:42.000Z,false,false,true,false,false,0,27,left,APPROVED,0,21,true,true,true,,,
2019,REG,4,2019092600,253,1800,GB,57948,253.0,(11:52) (Shotgun) A.Rodgers pass deep right to D.Adams to PHI 7 for 58 yards (S.Jones).,2,play_type_pass,1,2,1,1800,11:52,GB 35,35,GB,45,2019-09-27T00:37:02.000Z,false,false,false,false,false,0,0,right,APPROVED,0,0,true,true,true,,,
2019,REG,4,2019092600,1079,3700,PHI,57948,1079.0,"(11:52) (Shotgun) C.Wentz pass short middle to A.Jeffery for 6 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on PHI-Z.Ertz, Offensive Pass Interference, 10 yards, enforced at GB 6 - No Play. The Replay Official reviewed the offensive pass interference ruling, and the play was REVERSED. (Shotgun) C.Wentz pass short middle to A.Jeffery for 6 yards, TOUCHDOWN.",2,play_type_pass,2,1,6,3700,11:52,GB 6,6,GB,104,2019-09-27T01:13:20.000Z,false,false,true,true,false,10,0,right,APPROVED,10,0,true,true,true,,,
2019,REG,4,2019092900,258,2100,TEN,57949,258.0,"(12:09) D.Quessenberry reported in as eligible.  M.Mariota pass short middle to A.Brown for 55 yards, TOUCHDOWN.",2,play_type_pass,1,1,10,2100,12:09,TEN 45,45,TEN,55,2019-09-29T17:11:23.000Z,false,false,true,false,false,0,6,right,APPROVED,0,0,true,true,true,,,
2019,REG,4,2019092901,3210,1050,CLE,57950,3210.0,"(9:47) N.Chubb right tackle for 88 yards, TOUCHDOWN.",2,play_type_rush,4,1,15,1050,09:47,CLE 12,12,CLE,22,2019-09-29T19:30:23.000Z,false,false,true,false,false,18,30,right,AUDITED,18,24,true,,,,,
2019,REG,4,2019092905,429,2520,OAK,57954,429.0,"(8:13) T.Davis left end for 60 yards, TOUCHDOWN.",2,play_type_rush,1,1,10,2520,08:13,OAK 40,40,OAK,70,2019-09-29T17:18:45.000Z,false,false,true,false,false,0,19,left,APPROVED,0,7,true,true,true,,,
2019,REG,4,2019092905,4148,2520,OAK,57954,4148.0,"(2:17) (Shotgun) J.Brissett pass short left intended for Z.Pascal INTERCEPTED by E.Harris at IND 30. E.Harris for 30 yards, TOUCHDOWN.",2,play_type_pass,4,1,10,2200,02:17,IND 25,25,IND,35,2019-09-29T19:58:27.000Z,false,false,true,false,false,17,30,right,APPROVED,17,24,true,true,true,,,
2019,REG,4,2019092907,1885,3410,NYG,57956,1885.0,(1:29) (Shotgun) D.Jones pass short middle to E.Engram pushed ob at WAS 31 for 31 yards (J.Bostic).,2,play_type_pass,2,2,10,3410,01:29,NYG 38,38,NYG,72,2019-09-29T18:19:43.000Z,false,false,false,false,false,14,3,left,APPROVED,14,3,true,true,true,,,
2019,REG,4,2019092907,2823,5110,WAS,57956,2823.0,"(1:29) (No Huddle, Shotgun) D.Haskins pass short middle intended for J.Sprinkle INTERCEPTED by J.Peppers [D.Tomlinson] at WAS 32. J.Peppers for 32 yards, TOUCHDOWN.",2,play_type_pass,3,1,10,5110,01:29,WAS 22,22,WAS,32,2019-09-29T19:06:28.000Z,false,false,true,false,false,23,3,right,APPROVED,17,3,true,true,true,,,
2019,REG,4,2019092908,631,3800,ARI,57957,631.0,"(4:23) (No Huddle, Shotgun) K.Murray pass short right intended for D.Johnson INTERCEPTED by J.Clowney at ARZ 27. J.Clowney for 27 yards, TOUCHDOWN.",2,play_type_pass,1,2,5,3800,04:23,ARI 30,30,ARI,80,2019-09-29T20:26:29.000Z,false,false,true,false,false,0,9,left,AUDITED,0,3,true,,,,,
2019,REG,4,2019092909,5000,4900,TB,57958,5000.0,"(1:17) (Shotgun) J.Goff sacked at LA 43 for -11 yards (S.Barrett). FUMBLES (S.Barrett) [S.Barrett], RECOVERED by TB-N.Suh at LA 37. N.Suh for 37 yards, TOUCHDOWN.",2,play_type_sack,4,1,20,2510,01:17,TB 46,46,TB,56,2019-09-29T23:34:36.000Z,false,false,true,false,false,40,54,left,APPROVED,40,48,false,true,true,,,
2019,REG,4,2019092911,2752,2250,JAX,57960,2752.0,"(4:46) (Shotgun) G.Minshew pass short left to R.Armstead for 7 yards, TOUCHDOWN [D.Wolfe]. DEN-B.Chubb was injured during the play.",2,play_type_pass,3,3,4,2250,04:46,DEN 7,7,DEN,17,2019-09-29T22:26:00.000Z,false,false,true,false,false,17,12,left,APPROVED,17,6,true,true,true,,,
2019,REG,4,2019092911,2937,2250,JAX,57960,2937.0,(2:57) L.Fournette left tackle to DEN 12 for 81 yards (D.Dawson).,2,play_type_rush,3,1,10,2250,02:57,JAX 7,7,JAX,103,2019-09-29T22:37:20.000Z,false,false,false,false,false,17,13,left,APPROVED,17,13,true,true,true,,,
