season,season_type,week,scope,threshold,team_id,player_gsis_id,player_display_name,player_short_name,player_esb_id,player_position_group,player_position,player_jersey_number,player_current_team_id,player_season,player_gsis_it_id,player_smart_id,player_first_name,player_last_name,player_football_name,player_ngs_position,player_ngs_position_group,player_status,player_headshot,efficiency,percent_attempts_gte_eight_defenders,avg_time_to_los,rush_attempts,rush_yards,avg_rush_yards,rush_touchdowns,expected_rush_yards,rush_yards_over_expected,rush_yards_over_expected_per_att,rush_pct_over_expected,player_suffix,player_season_type,player_week
2018,POST,19,week,10,2510,00-0032241,Todd Gurley,T.Gurley,GUR000000,RB,RB,30,2510,2018,42353,32004755-5200-0000-f496-e727c8f2225d,Todd,Gurley,Todd,RB,RB,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/cowureyhghi80oxpmvjq,3.212260869565218,6.25,2.996375,16,115,7.1875,1,86.0002803531879,28.999719646812096,1.812482477925756,0.5625,II,POST,19
2018,POST,19,week,10,3200,00-0034845,Sony Michel,S.Michel,MIC517884,RB,RB,26,3200,2018,46092,32004d49-4351-7884-c6be-b720a5a54649,Sony,Michel,Sony,RB,RB,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/kd0obbdd8prha39bmg9q,3.293798449612403,29.166666666666668,2.544045454545455,24,129,5.375,3,120.52573299727672,8.47426700272328,0.35309445844680337,0.3333333333333333,,POST,19
2018,POST,19,week,10,3300,00-0033906,Alvin Kamara,A.Kamara,KAM244058,RB,RB,41,3300,2018,44879,32004b41-4d24-4058-5a3b-01bd39e6a25d,Alvin,Kamara,Alvin,RB,RB,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/xs7zkncnl9261b101wo9,3.654929577464788,37.5,2.7109285714285716,16,71,4.4375,0,70.1921270408383,1.807872959161699,0.12052486394411327,0.4,,POST,19
2018,POST,19,week,10,3700,00-0032782,Wendell Smallwood,W.Smallwood,SMA757345,RB,RB,28,3700,2018,43442,3200534d-4175-7345-1798-ca2c5a6fb11a,Wendell,Smallwood,Wendell,RB,RB,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/veuwn1ozvjt6q6rnql4a,4.192424242424242,0.0,2.5149,10,33,3.3,0,44.70179673780356,-11.701796737803562,-1.1701796737803563,0.2,,POST,19
2018,POST,20,week,10,2310,00-0030874,Damien Williams,Dam. Williams,WIL206455,RB,RB,26,2310,2018,41712,32005749-4c20-6455-63c2-d08306a5df61,Damien,Williams,Damien,RB,RB,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/ie8sxkfm8sme47nach2b,4.391666666666667,0.0,2.6983333333333337,10,30,3.0,1,37.425324201051076,-7.425324201051076,-0.7425324201051076,0.4,,POST,20
2018,POST,20,week,10,2510,00-0029854,C.J. Anderson,C.Anderson,AND163330,RB,RB,35,2510,2018,40311,3200414e-4416-3330-3837-6f82fc6855cf,Cortrelle,Anderson,C.J.,RB,RB,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/jqqdxuowpdgl06zy0g0a,4.528409090909091,18.75,2.3764285714285713,16,44,2.75,0,53.41476566301737,-9.41476566301737,-0.5884228539385856,0.4375,,POST,20
2018,POST,20,week,10,3200,00-0030288,Rex Burkhead,R.Burkhead,BUR268979,RB,RB,34,3200,2018,40138,32004255-5226-8979-d329-833f70d2b628,Michael,Burkhead,Rex,RB,RB,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/pudfndlrnup9gdcohnbd,3.7439024390243905,50.0,2.424666666666667,12,41,3.4166666666666665,2,52.10595889499993,-11.10595889499993,-0.9254965745833275,0.3333333333333333,,POST,20
2018,POST,20,week,10,3200,00-0034845,Sony Michel,S.Michel,MIC517884,RB,RB,26,3200,2018,46092,32004d49-4351-7884-c6be-b720a5a54649,Sony,Michel,Sony,RB,RB,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/kd0obbdd8prha39bmg9q,3.658672566371681,58.620689655172406,2.6243448275862074,29,113,3.896551724137931,2,123.7047824675794,-10.704782467579406,-0.3691304299165312,0.3448275862068966,,POST,20
2018,POST,22,week,10,2510,00-0032241,Todd Gurley,T.Gurley,GUR000000,RB,RB,30,2510,2018,42353,32004755-5200-0000-f496-e727c8f2225d,Todd,Gurley,Todd,RB,RB,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/cowureyhghi80oxpmvjq,4.249428571428571,0.0,2.935222222222223,10,35,3.5,0,35.12691290743585,-0.1269129074358517,-0.01269129074358517,0.4,II,POST,22
2018,POST,22,week,10,3200,00-0034845,Sony Michel,S.Michel,MIC517884,RB,RB,26,3200,2018,46092,32004d49-4351-7884-c6be-b720a5a54649,Sony,Michel,Sony,RB,RB,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/kd0obbdd8prha39bmg9q,2.968085106382979,55.55555555555556,2.5438823529411763,18,94,5.222222222222222,1,70.8924577913423,21.107542208657705,1.2416201299210414,0.35294117647058826,,POST,22
2018,PRE,0,season,20,0325,00-0034184,Gus Edwards,G.Edwards,EDW471180,RB,RB,35,0325,2018,46437,32004544-5747-1180-daba-c0c892edc0c8,Gus,Edwards,Gus,RB,RB,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/qzfjokxel2zmnlt4omrq,4.2427338129496395,18.6046511627907,2.616609756097561,43,139,3.2325581395348837,0,155.5918066816716,-30.591806681671613,-0.7461416263822345,0.2926829268292683,,,
2018,PRE,0,season,20,0610,00-0031959,Marcus Murphy,M.Murphy,MUR517528,RB,RB,45,0610,2018,42573,32004d55-5251-7528-c408-6a8d935ecd3b,Marcus,Murphy,Marcus,RB,RB,RES,https://static.www.nfl.com/image/private/{formatInstructions}/league/y9j91g8089mu9tjj0zis,2.643333333333333,0.0,2.3774999999999995,22,132,6.0,1,124.97784953915473,2.0221504608452676,0.09629287908786989,0.42857142857142855,,,
2018,PRE,0,season,20,0610,00-0034509,Keith Ford,K.Ford,FOR267420,RB,RB,35,0610,2018,46693,3200464f-5226-7420-5f62-06b00b6b5e82,Keith,Ford,Keith,RB,RB,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/tagamx47ebjwvjjk9zuw,3.955538461538463,0.0,2.65125,34,130,3.823529411764706,0,179.7044873765542,-49.7044873765542,-1.4618966875457118,0.3235294117647059,,,
2018,PRE,0,season,20,0750,00-0031599,Cameron Artis-Payne,C.Artis-Payne,ART387205,RB,RB,34,0750,2018,42517,32004152-5438-7205-b9ec-41e76cfc932f,Cameron,Artis-Payne,Cameron,RB,RB,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/vaeghufm3dkzmsjhb8hg,5.329710144927536,8.695652173913043,2.8589500000000005,23,69,3.0,1,84.13321776426739,-15.133217764267386,-0.6579659897507559,0.391304347826087,,,
2018,PRE,0,season,20,0750,00-0033280,Christian McCaffrey,C.McCaffrey,MCC035988,RB,RB,22,0750,2018,44820,32004d43-4303-5988-790d-0077d6a4692b,Christian,McCaffrey,Christian,RB,RB,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/fbmd42eh96156aug14kp,2.559933774834437,33.33333333333333,2.6751500000000004,21,151,7.190476190476191,2,60.976568620743464,90.02343137925654,4.286830065678883,0.5714285714285714,,,
2018,PRE,0,season,20,0810,00-0030280,Knile Davis,K.Davis,DAV514200,RB,RB,43,0810,2018,40044,32004441-5651-4200-4a31-feed990c4da9,Knile,Davis,Knile,RB,RB,CUT,https://static.www.nfl.com/image/private/{formatInstructions}/league/iyq9jy1o5g05fdvqftez,5.129156626506024,0.0,2.888117647058824,24,83,3.4583333333333335,1,115.02468026845153,-32.02468026845153,-1.3343616778521472,0.3333333333333333,,,
2018,PRE,0,season,20,0810,00-0033373,Taquan Mizzell,T.Mizzell,MIZ812320,RB,RB,33,0810,2018,45265,32004d49-5a81-2320-8a84-33ba29db8807,Taquan,Mizzell,Taquan,RB,WR,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/hgm2eiin7bfergfrjhxi,5.922727272727273,10.344827586206897,2.903777777777778,29,66,2.2758620689655173,1,117.7703311401556,-51.770331140155605,-1.785183832419159,0.2413793103448276,,,
2018,PRE,0,season,20,0810,00-0034597,Ryan Nall,R.Nall,NAL398377,RB,RB,35,0810,2018,46781,32004e41-4c39-8377-a2de-953fd844a022,Ryan,Nall,Ryan,RB,RB,DEV,https://static.www.nfl.com/image/private/{formatInstructions}/league/zokuwylz358y795i16z8,2.5614903846153845,8.0,2.8585,25,208,8.32,1,93.72141034885306,98.27858965114694,4.27298215874552,0.391304347826087,,,
2018,PRE,0,season,20,0920,00-0034679,Mark Walton,M.Walton,WAL808914,RB,HB,32,0920,2018,46181,32005741-4c80-8914-fd4d-6ca747e909bd,Mark,Walton,Mark,RB,RB,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/bagm3hmxx07fqbe2xumb,14.77894736842105,22.727272727272727,2.817066666666667,22,19,0.8636363636363636,1,82.70641643165331,-63.70641643165331,-2.895746201438787,0.045454545454545456,,,
2018,PRE,0,season,20,1050,00-0034253,Dontrell Hilliard,D.Hilliard,HIL714536,RB,RB,25,1050,2018,46506,32004849-4c71-4536-e39f-552e77c63174,Dontrell,Hilliard,Dontrell,RB,RB,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/lexgdpa3pus29bznxbor,5.696341463414634,0.0,2.8535200000000005,30,82,2.7333333333333334,0,116.85644891336767,-34.85644891336767,-1.161881630445589,0.3,,,
2018,PRE,0,season,20,1050,00-0034791,Nick Chubb,N.Chubb,CHU033942,RB,RB,24,1050,2018,46104,32004348-5503-3942-d8b2-181bd658412e,Nicholas,Chubb,Nick,RB,RB,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/mp7o4isx8qzu4l1ju7ti,4.547948717948718,20.0,2.880461538461538,45,156,3.466666666666667,2,167.826232375293,-11.826232375292989,-0.26280516389539976,0.37777777777777777,,,
2018,PRE,0,season,20,1200,00-0031900,Rod Smith,R.Smith,SMI664332,RB,RB,45,1200,2018,42931,3200534d-4966-4332-1438-fa252cdbd163,Rod,Smith,Rod,RB,RB,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/zmhmhduytwid1kjim5rp,4.130918367346939,32.142857142857146,2.8979629629629633,28,98,3.5,0,101.8643988222651,-8.864398822265102,-0.32831106749130007,0.2962962962962963,,,
2018,PRE,0,season,20,1200,00-0033049,Darius Jackson,D.Jackson,JAC120072,RB,RB,26,1200,2018,43505,32004a41-4312-0072-16d9-08cdf91175a1,Darius,Jackson,Darius,RB,RB,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/bmanrbbyt4fi777iarsx,4.357222222222223,4.761904761904762,3.0961176470588234,21,72,3.4285714285714284,0,70.25025970766268,-7.2502597076626785,-0.3625129853831339,0.35,,,
2018,PRE,0,season,20,1540,00-0027325,LeGarrette Blount,L.Blount,BLO626278,RB,RB,29,1540,2018,35838,3200424c-4f62-6278-90e7-1045a3f929f4,LeGarrette,Blount,LeGarrette,RB,RB,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/s3eilto1yi0yhoamvvo3,3.9708163265306116,40.74074074074074,2.7727083333333336,27,98,3.6296296296296298,0,94.56692414416041,3.43307585583959,0.12715095762368853,0.4074074074074074,,,
2018,PRE,0,season,20,1800,00-0032540,Tra Carson,T.Carson,CAR594837,RB,HB,32,1800,2018,43660,32004341-5259-4837-927b-ca787fe79a45,Tra,Carson,Tra,FB,RB,RES,https://static.www.nfl.com/image/private/{formatInstructions}/league/cpbomacc0snqelgvpz58,4.492467532467534,5.0,2.979294117647059,20,77,3.85,2,75.06957218441798,1.9304278155820214,0.09652139077910107,0.5,,,
2018,PRE,0,season,20,2100,00-0030711,David Fluellen,D.Fluellen,FLU088852,RB,RB,32,2100,2018,41549,3200464c-5508-8852-d3dd-87fd99efa1f9,David,Fluellen,David,RB,RB,RES,https://static.www.nfl.com/image/private/{formatInstructions}/league/hw3jqryjpuw3hhackwsm,4.912058823529413,5.0,2.8544666666666667,20,68,3.4,0,59.87248245753175,-4.872482457531753,-0.25644644513325016,0.42105263157894735,Jr.,,
2018,PRE,0,season,20,2100,00-0033955,Jeremy McNichols,J.McNichols,MCN750971,RB,RB,30,2100,2018,44975,32004d43-4e75-0971-c818-00cfc1798991,Jeremy,McNichols,Jeremy,RB,RB,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/ztws9ddvhcczu6cwvxli,4.9563999999999995,13.043478260869565,2.780761904761905,23,75,3.260869565217391,2,94.2659368918676,-19.265936891867597,-0.8376494300811999,0.391304347826087,,,
2018,PRE,0,season,20,2100,00-0034654,Dalyn Dawkins,D.Dawkins,DAW054073,RB,RB,39,2100,2018,46838,32004441-5705-4073-3952-a6d63e5ff8d0,Dalyn,Dawkins,Dalyn,RB,RB,DEV,https://static.www.nfl.com/image/private/{formatInstructions}/league/zyddrbjsiarso8dthfk5,4.918876404494382,20.0,2.3437599999999996,30,89,2.966666666666667,0,133.48620980940183,-45.48620980940183,-1.5684899934276493,0.3103448275862069,,,
2018,PRE,0,season,20,2120,00-0031075,Alfred Blue,A.Blue,BLU106654,RB,RB,28,2120,2018,41410,3200424c-5510-6654-1ff2-5c94a5fcf6a2,Alfred,Blue,Alfred,RB,RB,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/qt9zmmipmlcin4gxs8wt,4.28,12.5,2.7011428571428575,24,94,3.9166666666666665,2,81.38729246618449,3.6127075338155095,0.15707424060067432,0.43478260869565216,III,,
2018,PRE,0,season,20,2120,00-0034632,Terry Swanson,T.Swanson,SWA558595,RB,RB,42,2120,2018,46816,32005357-4155-8595-d387-69cb530ef4c1,Terry,Swanson,Terry,RB,RB,CUT,https://static.www.nfl.com/image/private/{formatInstructions}/league/qlacdbqoekrcb3bmljvk,3.415675675675676,0.0,2.880722222222222,21,74,3.5238095238095237,1,67.02825270778895,-2.028252707788951,-0.10141263538944756,0.2,,,
2018,PRE,0,season,20,2200,00-0030432,Christine Michael,C.Michael,MIC066214,RB,RB,38,2200,2018,40010,32004d49-4306-6214-d90e-b7836060961d,Christine,Michael,Christine,RB,RB,CUT,https://static.www.nfl.com/image/private/{formatInstructions}/league/qlysbozgkexeoohnqrvz,4.232650602409638,21.73913043478261,2.8563,23,83,3.608695652173913,1,91.46198929920683,-8.461989299206834,-0.3679125782263841,0.43478260869565216,,,
2018,PRE,0,season,20,2200,00-0032975,Jonathan Williams,J.Williams,WIL384555,RB,RB,39,2200,2018,43445,32005749-4c38-4555-6a9c-d6163c44fa20,Jonathan,Williams,Jonathan,RB,RB,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/a6dn005mp5khbug4bfit,4.091451612903225,19.35483870967742,2.7897499999999993,31,124,4.0,2,117.61553661313717,6.3844633868628335,0.20595043183428496,0.45161290322580644,,,
2018,PRE,0,season,20,2200,00-0034400,Jordan Wilkins,J.Wilkins,WIL088337,RB,RB,20,2200,2018,46238,32005749-4c08-8337-ca0c-7bfc2f7b2caa,Jordan,Wilkins,Jordan,RB,RB,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/pqldlmiwvv9emb7bxnea,5.1516,7.4074074074074066,2.7941304347826086,27,75,2.7777777777777777,0,96.24226750379405,-21.242267503794054,-0.7867506482886687,0.3333333333333333,,,
2018,PRE,0,season,20,2250,00-0033683,Tim Cook,T.Cook,COO234539,RB,RB,41,2250,2018,45557,3200434f-4f23-4539-a5d3-7d108cfeb21b,Tim,Cook,Tim,RB,RB,CUT,https://static.www.nfl.com/image/private/{formatInstructions}/league/usaawbjdsmbfsc3yekoa,4.715230769230769,4.545454545454546,2.5637727272727275,22,65,2.9545454545454546,2,69.84739982423338,-4.847399824233378,-0.2203363556469717,0.2727272727272727,,,
2018,PRE,0,season,20,2250,00-0033856,Leonard Fournette,L.Fournette,FOU564970,RB,RB,27,2250,2018,44816,3200464f-5556-4970-e13e-15f65e552496,Leonard,Fournette,Leonard,RB,RB,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/ts21do870bsfb6iiepsh,4.6775268817204285,43.47826086956522,2.957619047619048,23,93,4.043478260869565,2,79.1940643641351,4.805935635864898,0.2669964242147166,0.3888888888888889,,,
2018,PRE,0,season,20,2250,00-0034427,David Williams,D.Williams,WIL000010,RB,RB,33,2250,2018,46295,32005749-4c00-0010-4319-b9911b3c1061,David,Williams,David,RB,RB,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/ljq6ab6ehmjwvcq2knbv,4.793037974683544,3.7037037037037033,2.683458333333333,27,79,2.925925925925926,0,113.55514651691645,-34.55514651691645,-1.279820241367276,0.2962962962962963,,,
2018,PRE,0,season,20,2310,00-0034301,Darrel Williams,Dar.Williams,WIL207361,RB,RB,31,2310,2018,46526,32005749-4c20-7361-9bac-e63ffb6793a8,Darrel,Williams,Darrel,RB,RB,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/gddtnigraxrr93g2nrsl,4.141733333333334,0.0,2.7187619047619047,24,75,3.125,0,105.88372261606291,-30.88372261606291,-1.286821775669288,0.25,,,
2018,PRE,0,season,20,2510,00-0034733,Nick Holley,Ni.Holley,HOL226196,RB,RB,25,2510,2018,46913,3200484f-4c22-6196-1388-0eb9d5dc3012,Nick,Holley,Nick,RB,RB,CUT,https://static.www.nfl.com/image/private/{formatInstructions}/league/vvgrmevrrtxtdq40yglp,5.590144927536231,18.51851851851852,2.7306818181818184,27,69,2.5555555555555554,0,106.42930881386457,-37.429308813864566,-1.3862706968097986,0.2222222222222222,,,
2018,PRE,0,season,20,2510,00-0034808,John Kelly,J.Kelly,KEL641184,RB,RB,42,2510,2018,46245,32004b45-4c64-1184-f35f-fa8ffac29350,John,Kelly,John,RB,RB,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/bzxdybo7yboaqo4ciepk,4.068121827411168,17.391304347826086,2.8540444444444435,46,197,4.282608695652174,3,177.54158146982488,17.458418530175123,0.3879648562261139,0.28888888888888886,,,
2018,PRE,0,season,20,2520,00-0034315,Chris Warren,C.Warren,WAR582639,RB,RB,34,2520,2018,46540,32005741-5258-2639-cfc4-59a8350f1f7f,Chris,Warren,Chris,RB,RB,RES,https://static.www.nfl.com/image/private/{formatInstructions}/league/vm5wme4wxfmaz4otdx4o,3.3148287671232883,20.689655172413794,2.6504545454545463,58,292,5.0344827586206895,2,266.5635277360064,21.436472263993608,0.37607846077181767,0.45614035087719296,,,
2018,PRE,0,season,20,3000,00-0030513,Latavius Murray,L.Murray,MUR671046,RB,RB,25,3000,2018,40129,32004d55-5267-1046-5487-d03e83f25c8b,Latavius,Murray,Latavius,RB,RB,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/xoc3ipmwmfx9x7chlreq,3.854683544303798,30.0,2.6258333333333335,20,79,3.95,1,85.96141087390482,-6.961410873904825,-0.34807054369524126,0.4,,,
2018,PRE,0,season,20,3000,00-0034208,Mike Boone,M.Boone,BOO452495,RB,RB,44,3000,2018,46461,3200424f-4f45-2495-f003-8085a5aa378e,Michael,Boone,Mike,RB,RB,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/dxnv8my0jc2tops4dxgk,3.9987692307692315,10.204081632653061,2.6334883720930233,49,195,3.979591836734694,1,172.72057508897365,22.279424911026354,0.4546821410413542,0.42857142857142855,,,
2018,PRE,0,season,20,3200,00-0031301,Jeremy Hill,J.Hill,HIL407410,RB,RB,33,3200,2018,41284,32004849-4c40-7410-a042-2e41fafcc5fc,Jeremy,Hill,Jeremy,RB,RB,RES,https://static.www.nfl.com/image/private/{formatInstructions}/league/rafvidcbp023aupumccx,3.7753271028037374,30.76923076923077,2.4681250000000006,26,107,4.115384615384615,1,109.73634645315352,-8.736346453153516,-0.3640144355480632,0.5,,,
2018,PRE,0,season,20,3300,00-0027966,Mark Ingram,M.Ingram,ING656964,RB,RB,22,3300,2018,37101,3200494e-4765-6964-19af-4fbe814368d2,Mark,Ingram,Mark,RB,RB,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/ky9yy9cme3vh3y58rj9w,4.35265060240964,4.761904761904762,2.766947368421053,21,83,3.9523809523809526,1,96.5978728199923,-13.597872819992304,-0.6475177533329669,0.2857142857142857,Jr.,,
2018,PRE,0,season,20,3300,00-0030433,Mike Gillislee,M.Gillislee,GIL667064,RB,RB,25,3300,2018,40112,32004749-4c66-7064-df1f-0e303552f27e,Mike,Gillislee,Mike,RB,RB,CUT,https://static.www.nfl.com/image/private/{formatInstructions}/league/bz85uuhwz2daip0avjrg,5.242999999999999,15.151515151515152,2.6981724137931042,33,100,3.0303030303030303,1,93.08106581113863,-11.081065811138629,-0.36936886037128763,0.4,Jr.,,
2018,PRE,0,season,20,3300,00-0032450,Dwayne Washington,D.Washington,WAS231679,RB,RB,27,3300,2018,43525,32005741-5323-1679-ae1c-92a750c047c4,Dwayne,Washington,Dwayne,RB,RB,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/lb9ka9jixhnnrfo6mvxb,4.446716417910449,0.0,2.992529411764705,20,67,3.35,1,65.55353372094311,1.4464662790568923,0.07232331395284461,0.55,,,
2018,PRE,0,season,20,3410,00-0033950,Wayne Gallman,W.Gallman,GAL649066,RB,RB,22,3410,2018,44953,32004741-4c64-9066-25c6-c9a8be2311bb,Wayne,Gallman,Wayne,RB,RB,ACT,https://static.www.nfl.com/image/private/{formatInstructions}/league/zlhxdru9d7ktq8kxylaa,5.09861111111111,13.043478260869565,2.8905263157894736,23,72,3.130434782608696,1,77.33303588611602,-10.333035886116022,-0.4696834493689101,0.4090909090909091,,,
2018,PRE,0,season,20,3430,00-0028064,Bilal Powell,B.Powell,POW162772,RB,RB,29,3430,2018,37201,3200504f-5716-2772-5bb8-04da93b620cf,Bilal,Powell,Bilal,RB,RB,RES,https://static.www.nfl.com/image/private/{formatInstructions}/league/a5qlloemeetaqawzwuf7,24.754375,18.181818181818183,3.2928749999999996,22,16,0.7272727272727273,1,66.39563115678355,-50.39563115678355,-2.290710507126525,0.4090909090909091,,,
2018,PRE,0,season,20,3430,00-0031158,George Atkinson,G.Atkinson,ATK679343,RB,RB,34,3430,2018,41975,32004154-4b67-9343-9aa2-059ce19c162d,George,Atkinson,George,RB,RB,CUT,https://static.www.nfl.com/image/private/{formatInstructions}/league/udjcw8aaomkitgbqjacq,6.279285714285714,0.0,3.103625,20,56,2.8,0,72.40136630334318,-21.40136630334318,-1.1263877001759568,0.2631578947368421,III,,
