season,season_type,week,game_id,game_key,game_date,home_team_id,home_team_abbr,visitor_team_id,visitor_team_abbr,side,rank,esb_id,team_id,team_abbr,player_name,short_name,headshot,position,jersey_number,pass_yards,attempts,completions,interceptions,touchdowns
2026,PRE,1,2026081555,60464,08/15/2026,3300,NO,2250,JAX,home,1,WIL827119,3300,NO,Zach Wilson,Z.Wilson,https://static.www.nfl.com/image/upload/{formatInstructions}/league/i17xpbsar7evcypbhtel,QB,4,145,16,11,0,1
2026,PRE,1,2026081555,60464,08/15/2026,3300,NO,2250,JAX,visitor,1,BRA119394,2250,JAX,Carter Bradley,C.Bradley,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ystkos8c5gnjtsgxg7vg,QB,10,105,17,10,1,1
2026,PRE,1,2026081556,60465,08/15/2026,0325,BAL,3700,PHI,home,1,FAG628560,0325,BAL,Joe Fagnano,J.Fagnano,https://static.www.nfl.com/image/upload/{formatInstructions}/league/p8uqfsnpx153mn3gjtd3,QB,12,224,28,22,1,1
2026,PRE,1,2026081556,60465,08/15/2026,0325,BAL,3700,PHI,visitor,1,MCK156404,3700,PHI,Tanner McKee,T.McKee,https://static.www.nfl.com/image/upload/{formatInstructions}/league/oveivzhzv13jrfvkp8zg,QB,16,35,10,6,0,0
2026,PRE,1,2026081557,60466,08/15/2026,4600,SEA,1200,DAL,home,1,LOC374482,4600,SEA,Drew Lock,D.Lock,https://static.www.nfl.com/image/upload/{formatInstructions}/league/vdixnkk1uglfpwowalf8,QB,2,40,13,9,0,1
2026,PRE,1,2026081557,60466,08/15/2026,4600,SEA,1200,DAL,visitor,1,MIL818788,1200,DAL,Joe Milton III,J.Milton,https://static.www.nfl.com/image/upload/{formatInstructions}/league/tsj9lobse1gxzanf39dt,QB,10,107,15,12,0,1
2026,PRE,2,2026082051,60467,08/20/2026,2120,HOU,2520,LV,home,1,MIL678397,2120,HOU,Davis Mills,D.Mills,https://static.www.nfl.com/image/upload/{formatInstructions}/league/jh9e97vjzmeafx8jz0sn,QB,10,93,15,11,0,0
2026,PRE,2,2026082051,60467,08/20/2026,2120,HOU,2520,LV,visitor,1,OCO075507,2520,LV,Aidan O'Connell,A.O'Connell,https://static.www.nfl.com/image/upload/{formatInstructions}/league/bcejxo7ofgk5pszhup12,QB,12,166,24,15,0,0
2026,PRE,2,2026082052,60468,08/20/2026,4400,LAC,4500,SF,home,1,LAN016787,4400,LAC,Trey Lance,T.Lance,https://static.www.nfl.com/image/upload/{formatInstructions}/league/j3psmvvxo13kmbgi60ej,QB,5,73,16,10,0,0
2026,PRE,2,2026082052,60468,08/20/2026,4400,LAC,4500,SF,visitor,1,MAR776119,4500,SF,Adrian Martinez,A.Martinez,https://static.www.nfl.com/image/upload/{formatInstructions}/league/w0ehlpfwk70tqpswllwv,QB,4,57,17,8,2,1
2026,PRE,2,2026082151,60469,08/21/2026,3900,PIT,3430,NYJ,home,1,ALL015451,3900,PIT,Drew Allar,D.Allar,https://static.www.nfl.com/image/upload/{formatInstructions}/league/sphuqnfrtzwsgeugeycz,QB,16,110,23,11,0,0
2026,PRE,2,2026082151,60469,08/21/2026,3900,PIT,3430,NYJ,visitor,1,KLU066027,3430,NYJ,Cade Klubnik,C.Klubnik,https://static.www.nfl.com/image/upload/{formatInstructions}/league/sqsxavkryojbysy4kq85,QB,10,75,14,10,0,0
2026,PRE,2,2026082152,60470,08/21/2026,2250,JAX,0750,CAR,home,1,BRA119394,2250,JAX,Carter Bradley,C.Bradley,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ystkos8c5gnjtsgxg7vg,QB,10,51,13,6,1,0
2026,PRE,2,2026082152,60470,08/21/2026,2250,JAX,0750,CAR,visitor,1,PIC777233,0750,CAR,Kenny Pickett,K.Pickett,https://static.www.nfl.com/image/upload/{formatInstructions}/league/gw6lyiuevyuspfkglnmj,QB,12,137,25,15,0,1
2026,PRE,2,2026082153,60471,08/21/2026,1400,DEN,1800,GB,home,1,STI129837,1400,DEN,Jarrett Stidham,J.Stidham,https://static.www.nfl.com/image/upload/{formatInstructions}/league/uzdn86skeienyyqxyiuw,QB,8,82,15,9,1,0
2026,PRE,2,2026082153,60471,08/21/2026,1400,DEN,1800,GB,visitor,1,MCC549616,1800,GB,Kyle McCord,K.McCord,https://static.www.nfl.com/image/upload/{formatInstructions}/league/smdh2mmu457aammcblth,QB,18,118,19,12,0,0
2026,PRE,2,2026082251,60472,08/22/2026,1540,DET,5110,WAS,home,1,ALT577722,1540,DET,Luke Altmyer,L.Altmyer,https://static.www.nfl.com/image/upload/{formatInstructions}/league/eriopmdwcfjude1cptvi,QB,2,86,13,9,0,0
2026,PRE,2,2026082251,60472,08/22/2026,1540,DET,5110,WAS,visitor,1,KAL252591,5110,WAS,Athan Kaliakmanis,A.Kaliakmanis,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ahtbv63jyg8ampmyrxn9,QB,16,162,14,11,0,0
2026,PRE,2,2026082252,60473,08/22/2026,1050,CLE,0610,BUF,home,1,WAT338355,1050,CLE,Deshaun Watson,D.Watson,https://static.www.nfl.com/image/private/{formatInstructions}/league/otfs2docj6eahaebo5xn,QB,4,36,12,5,1,0
2026,PRE,2,2026082252,60473,08/22/2026,1050,CLE,0610,BUF,visitor,1,ALL543234,0610,BUF,Kyle Allen,K.Allen,https://static.www.nfl.com/image/upload/{formatInstructions}/league/s3vbqdcoc6oc6yh460v9,QB,11,128,12,10,0,1
2026,PRE,2,2026082253,60474,08/22/2026,2200,IND,0200,ATL,home,1,LEO697925,2200,IND,Riley Leonard,R.Leonard,https://static.www.nfl.com/image/upload/{formatInstructions}/league/okxcrf19ylc0hwfefmwl,QB,15,62,14,7,0,0
2026,PRE,2,2026082253,60474,08/22/2026,2200,IND,0200,ATL,visitor,1,STR175962,0200,ATL,Jack Strand,J.Strand,https://static.www.nfl.com/image/upload/{formatInstructions}/league/oadw9h9otuauaiv1vxvz,QB,18,212,17,12,0,1
2026,PRE,2,2026082254,60475,08/22/2026,3000,MIN,0325,BAL,home,1,BRO199149,3000,MIN,Max Brosmer,M.Brosmer,https://static.www.nfl.com/image/upload/{formatInstructions}/league/fpveluufmy7buwrhpiny,QB,12,98,17,11,1,0
2026,PRE,2,2026082254,60475,08/22/2026,3000,MIN,0325,BAL,visitor,1,FAG628560,0325,BAL,Joe Fagnano,J.Fagnano,https://static.www.nfl.com/image/upload/{formatInstructions}/league/p8uqfsnpx153mn3gjtd3,QB,12,123,20,15,0,1
2026,PRE,2,2026082255,60476,08/22/2026,2510,LAR,3300,NO,home,1,BEN440455,2510,LAR,Stetson Bennett,S.Bennett,https://static.www.nfl.com/image/upload/{formatInstructions}/league/s0eo3fstv6rkitzbefzu,QB,13,181,31,19,0,0
2026,PRE,2,2026082255,60476,08/22/2026,2510,LAR,3300,NO,visitor,1,RAT689214,3300,NO,Spencer Rattler,S.Rattler,https://static.www.nfl.com/image/upload/{formatInstructions}/league/gcgmcf4kex3jsl4rlrng,QB,2,141,23,14,1,0
2026,PRE,2,2026082256,60477,08/22/2026,2700,MIA,3410,NYG,home,1,MIL157171,2700,MIA,Cam Miller,C.Miller,https://static.www.nfl.com/image/upload/{formatInstructions}/league/cmxq5676dl7nfub07rao,QB,15,60,11,6,0,0
2026,PRE,2,2026082256,60477,08/22/2026,2700,MIA,3410,NYG,visitor,1,WIN623708,3410,NYG,Jameis Winston,J.Winston,https://static.www.nfl.com/image/upload/{formatInstructions}/league/e5qyxnibbyawi0pvfpjl,QB,19,150,21,15,0,0
2026,PRE,2,2026082257,60478,08/22/2026,0920,CIN,0810,CHI,home,1,JOH000001,0920,CIN,Josh Johnson,J.Johnson,https://static.www.nfl.com/image/upload/{formatInstructions}/league/sijqkai2yy1cbw3rwndh,QB,11,156,23,15,0,2
2026,PRE,2,2026082257,60478,08/22/2026,0920,CIN,0810,CHI,visitor,1,MOS637754,0810,CHI,Miller Moss,M.Moss,https://static.www.nfl.com/image/upload/{formatInstructions}/league/p86kdskm2q45zetkrx03,QB,16,103,21,13,0,0
2026,PRE,2,2026082258,60479,08/22/2026,3200,NE,3700,PHI,home,1,MOR767384,3200,NE,Behren Morton,B.Morton,https://static.www.nfl.com/image/upload/{formatInstructions}/league/st5s1urflg14hwvx8uzl,QB,15,129,17,13,0,1
2026,PRE,2,2026082258,60479,08/22/2026,3200,NE,3700,PHI,visitor,1,MCK156404,3700,PHI,Tanner McKee,T.McKee,https://static.www.nfl.com/image/upload/{formatInstructions}/league/oveivzhzv13jrfvkp8zg,QB,16,173,22,16,0,2
2026,PRE,2,2026082259,60480,08/22/2026,4900,TB,2310,KC,home,1,DAN558971,4900,TB,Jalon Daniels,J.Daniels,https://static.www.nfl.com/image/upload/{formatInstructions}/league/hwhfl6i5drktwjvslfpn,QB,10,71,14,9,0,1
2026,PRE,2,2026082259,60480,08/22/2026,4900,TB,2310,KC,visitor,1,NUS440041,2310,KC,Garrett Nussmeier,G.Nussmeier,https://static.www.nfl.com/image/upload/{formatInstructions}/league/uyidfkzfhuqaks3pmdeo,QB,14,74,17,9,0,0
2026,PRE,2,2026082260,60481,08/22/2026,3800,AZ,1200,DAL,home,1,MIN604610,3800,AZ,Gardner Minshew,G.Minshew,https://static.www.nfl.com/image/upload/{formatInstructions}/league/knlacyr7rqfkcxiriudj,QB,15,177,23,19,1,0
2026,PRE,2,2026082260,60481,08/22/2026,3800,AZ,1200,DAL,visitor,1,MIL818788,1200,DAL,Joe Milton III,J.Milton,https://static.www.nfl.com/image/upload/{formatInstructions}/league/tsj9lobse1gxzanf39dt,QB,10,179,13,9,0,2
2026,PRE,2,2026082351,60482,08/23/2026,2100,TEN,4600,SEA,home,1,WAR065305,2100,TEN,Cam Ward,C.Ward,https://static.www.nfl.com/image/upload/{formatInstructions}/league/l7switu6stlwd2irm8yo,QB,1,69,12,8,0,0
2026,PRE,2,2026082351,60482,08/23/2026,2100,TEN,4600,SEA,visitor,1,LOC374482,4600,SEA,Drew Lock,D.Lock,https://static.www.nfl.com/image/upload/{formatInstructions}/league/vdixnkk1uglfpwowalf8,QB,2,103,14,12,0,1
2026,PRE,3,2026082751,60483,08/27/2026,0610,BUF,3900,PIT,home,1,BUE133180,0610,BUF,Shane Buechele,S.Buechele,https://static.www.nfl.com/image/upload/{formatInstructions}/league/kmbuzxucmmytpuoy8yfc,QB,6,196,38,26,0,0
2026,PRE,3,2026082751,60483,08/27/2026,0610,BUF,3900,PIT,visitor,1,ALL015451,3900,PIT,Drew Allar,D.Allar,https://static.www.nfl.com/image/upload/{formatInstructions}/league/sphuqnfrtzwsgeugeycz,QB,16,88,18,9,0,0
2026,PRE,3,2026082752,60484,08/27/2026,1050,CLE,3200,NE,home,1,GAB601185,1050,CLE,Dillon Gabriel,D.Gabriel,https://static.www.nfl.com/image/upload/{formatInstructions}/league/szpyvusef9jvoctbnkbk,QB,6,186,15,12,0,3
2026,PRE,3,2026082752,60484,08/27/2026,1050,CLE,3200,NE,visitor,1,MOR767384,3200,NE,Behren Morton,B.Morton,https://static.www.nfl.com/image/upload/{formatInstructions}/league/st5s1urflg14hwvx8uzl,QB,15,123,28,18,2,0
2026,PRE,3,2026082753,60485,08/27/2026,2520,LV,4500,SF,home,1,MEN516487,2520,LV,Fernando Mendoza,F.Mendoza,https://static.www.nfl.com/image/upload/{formatInstructions}/league/umygvel2pumkyvxt3jm9,QB,15,57,14,7,1,0
2026,PRE,3,2026082753,60485,08/27/2026,2520,LV,4500,SF,visitor,1,MAR776119,4500,SF,Adrian Martinez,A.Martinez,https://static.www.nfl.com/image/upload/{formatInstructions}/league/w0ehlpfwk70tqpswllwv,QB,4,130,21,12,0,0
2026,PRE,3,2026082754,60486,08/27/2026,4400,LAC,2510,LAR,home,1,UIA415291,4400,LAC,DJ Uiagalelei,D.Uiagalelei,https://static.www.nfl.com/image/upload/{formatInstructions}/league/uxkbvrw5eu41udzsesnu,QB,7,141,18,11,0,0
2026,PRE,3,2026082754,60486,08/27/2026,4400,LAC,2510,LAR,visitor,1,SIM639376,2510,LAR,Ty Simpson,T.Simpson,,QB,15,119,23,18,0,1
2026,PRE,3,2026082851,60487,08/28/2026,0325,BAL,5110,WAS,home,1,FAG628560,0325,BAL,Joe Fagnano,J.Fagnano,https://static.www.nfl.com/image/upload/{formatInstructions}/league/p8uqfsnpx153mn3gjtd3,QB,12,162,27,19,0,1
2026,PRE,3,2026082851,60487,08/28/2026,0325,BAL,5110,WAS,visitor,1,HAR733165,5110,WAS,Sam Hartman,S.Hartman,https://static.www.nfl.com/image/upload/{formatInstructions}/league/mvpbrqp3o04zla5lzf7u,QB,15,64,14,9,0,0
2026,PRE,3,2026082852,60488,08/28/2026,0750,CAR,2120,HOU,home,1,TRA389332,0750,CAR,Kyle Trask,K.Trask,https://static.www.nfl.com/image/upload/{formatInstructions}/league/xd0hbsqzz2xhh392woow,QB,14,147,28,19,1,0
2026,PRE,3,2026082852,60488,08/28/2026,0750,CAR,2120,HOU,visitor,1,RYP415292,2120,HOU,Brett Rypien,B.Rypien,https://static.www.nfl.com/image/upload/{formatInstructions}/league/aagqym9xmd5rligbbacq,QB,16,101,23,13,1,1
2026,PRE,3,2026082853,60489,08/28/2026,2700,MIA,0200,ATL,home,1,MIL157171,2700,MIA,Cam Miller,C.Miller,https://static.www.nfl.com/image/upload/{formatInstructions}/league/cmxq5676dl7nfub07rao,QB,15,71,16,7,0,0
2026,PRE,3,2026082853,60489,08/28/2026,2700,MIA,0200,ATL,visitor,1,RUS046607,0200,ATL,Cooper Rush,C.Rush,https://static.www.nfl.com/image/upload/{formatInstructions}/league/mwrtykpswz7nbfisqlmj,QB,13,106,18,13,0,1
2026,PRE,3,2026082854,60490,08/28/2026,2250,JAX,4900,TB,home,1,BRA119394,2250,JAX,Carter Bradley,C.Bradley,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ystkos8c5gnjtsgxg7vg,QB,10,77,15,8,0,1
2026,PRE,3,2026082854,60490,08/28/2026,2250,JAX,4900,TB,visitor,1,DAN558971,4900,TB,Jalon Daniels,J.Daniels,https://static.www.nfl.com/image/upload/{formatInstructions}/league/hwhfl6i5drktwjvslfpn,QB,10,57,15,8,0,0
2026,PRE,3,2026082855,60491,08/28/2026,3430,NYJ,3410,NYG,home,1,KLU066027,3430,NYJ,Cade Klubnik,C.Klubnik,https://static.www.nfl.com/image/upload/{formatInstructions}/league/sqsxavkryojbysy4kq85,QB,10,59,13,6,1,0
2026,PRE,3,2026082855,60491,08/28/2026,3430,NYJ,3410,NYG,visitor,1,ALL063816,3410,NYG,Brandon Allen,B.Allen,https://static.www.nfl.com/image/upload/{formatInstructions}/league/zljq6177ohvxucfq7fl9,QB,12,78,12,8,0,0
2026,PRE,3,2026082856,60492,08/28/2026,1200,DAL,3300,NO,home,1,HOW692969,1200,DAL,Sam Howell,S.Howell,https://static.www.nfl.com/image/upload/{formatInstructions}/league/sx77bippywnl0dx6m8q9,QB,16,155,18,12,0,2
2026,PRE,3,2026082856,60492,08/28/2026,1200,DAL,3300,NO,visitor,1,WIL827119,3300,NO,Zach Wilson,Z.Wilson,https://static.www.nfl.com/image/upload/{formatInstructions}/league/i17xpbsar7evcypbhtel,QB,4,93,12,9,0,0
2026,PRE,3,2026082857,60493,08/28/2026,2310,KC,4600,SEA,home,1,NUS440041,2310,KC,Garrett Nussmeier,G.Nussmeier,https://static.www.nfl.com/image/upload/{formatInstructions}/league/uyidfkzfhuqaks3pmdeo,QB,14,198,34,22,1,0
2026,PRE,3,2026082857,60493,08/28/2026,2310,KC,4600,SEA,visitor,1,MIL777073,4600,SEA,Jalen Milroe,J.Milroe,https://static.www.nfl.com/image/upload/{formatInstructions}/league/hohqoqpdyquxn1sr1fm2,QB,6,223,26,16,0,1
2026,PRE,3,2026082858,60494,08/28/2026,3700,PHI,0920,CIN,home,1,MCK156404,3700,PHI,Tanner McKee,T.McKee,https://static.www.nfl.com/image/upload/{formatInstructions}/league/oveivzhzv13jrfvkp8zg,QB,16,55,22,12,1,0
2026,PRE,3,2026082858,60494,08/28/2026,3700,PHI,0920,CIN,visitor,1,JOH000001,0920,CIN,Josh Johnson,J.Johnson,https://static.www.nfl.com/image/upload/{formatInstructions}/league/sijqkai2yy1cbw3rwndh,QB,11,156,19,12,0,0
2026,PRE,3,2026082859,60495,08/28/2026,1400,DEN,3000,MIN,home,1,EHL426541,1400,DEN,Sam Ehlinger,S.Ehlinger,https://static.www.nfl.com/image/upload/{formatInstructions}/league/imtb2ia03w2ujrl9dprs,QB,4,233,20,15,1,3
2026,PRE,3,2026082859,60495,08/28/2026,1400,DEN,3000,MIN,visitor,1,BRO199149,3000,MIN,Max Brosmer,M.Brosmer,https://static.www.nfl.com/image/upload/{formatInstructions}/league/fpveluufmy7buwrhpiny,QB,12,165,35,20,0,0
2026,PRE,3,2026082860,60496,08/28/2026,1800,GB,3800,AZ,home,1,MCC549616,1800,GB,Kyle McCord,K.McCord,https://static.www.nfl.com/image/upload/{formatInstructions}/league/smdh2mmu457aammcblth,QB,18,226,35,22,0,4
2026,PRE,3,2026082860,60496,08/28/2026,1800,GB,3800,AZ,visitor,1,SLO748677,3800,AZ,Kedon Slovis,K.Slovis,https://static.www.nfl.com/image/upload/{formatInstructions}/league/hkvrcpwl9tm41jr3b0x3,QB,12,223,35,21,2,1
2026,PRE,3,2026082951,60497,08/29/2026,2200,IND,1540,DET,home,1,STI420937,2200,IND,Easton Stick,E.Stick,https://static.www.nfl.com/image/upload/{formatInstructions}/league/rspxeh6kxzfr7ftkcywh,QB,4,78,15,8,0,0
2026,PRE,3,2026082951,60497,08/29/2026,2200,IND,1540,DET,visitor,1,DOB302360,1540,DET,Joshua Dobbs,J.Dobbs,https://static.www.nfl.com/image/upload/{formatInstructions}/league/twaqqjexyi0vgyfbvzis,QB,6,128,19,15,0,2
2026,PRE,3,2026082952,60498,08/29/2026,2100,TEN,0810,CHI,home,1,LEV604187,2100,TEN,Will Levis,W.Levis,https://static.www.nfl.com/image/upload/{formatInstructions}/league/npovrxpll0gqlkptsn6r,QB,8,143,22,14,0,0
2026,PRE,3,2026082952,60498,08/29/2026,2100,TEN,0810,CHI,visitor,1,BAG565656,0810,CHI,Tyson Bagent,T.Bagent,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ymimvligfyrucu0v3p6a,QB,17,208,17,16,0,2
2026,REG,1,2026090900,60178,09/09/2026,4600,SEA,3200,NE,home,1,LOC374482,4600,SEA,Drew Lock,D.Lock,https://static.www.nfl.com/image/upload/{formatInstructions}/league/vdixnkk1uglfpwowalf8,QB,2,187,22,16,0,1
2026,REG,1,2026090900,60178,09/09/2026,4600,SEA,3200,NE,visitor,1,MAY289639,3200,NE,Drake Maye,D.Maye,https://static.www.nfl.com/image/upload/{formatInstructions}/league/s1nmoon2xnrc3bnyulv4,QB,10,178,33,23,3,1
